,institution_name,ETER_ID,reference_year,country_code,missing_perc,zero_value,c_value,s_value,nc_value,cons_perc,timeillnes_occ
4466,Institut national des sciences appliquées de Rouen,FR0217,2015,FR,0.6,0.0,0.0,0.0,0.0,0.4,7.0
4467,Université de Rouen,FR0218,2015,FR,0.7,1.0,0.0,0.0,0.0,0.4,7.0
4468,École supérieure d'ingénieurs en génie électrique,FR0219,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,7.0
4469,Université du Havre,FR0220,2015,FR,0.7,1.0,0.0,0.0,0.0,0.4,7.0
4470,École supérieure d’ingénieurs et de techniciens pour l’agriculture,FR0221,2015,FR,0.5,1.0,0.0,0.0,0.0,0.3,5.0
4471,École des officiers de la gendarmerie nationale,FR0222,2015,FR,0.4,0.0,7.0,0.0,0.0,0.0,7.0
4472,Université Paris-Est Marne-la-Vallée,FR0223,2015,FR,0.6,1.0,0.0,0.0,0.0,0.4,7.0
4473,École nationale des ponts et chaussées,FR0224,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,7.0
4474,École d'architecture de la ville et des territoires à Marne-la-Vallée,FR0225,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,7.0
4475,Université Paris-Est,FR0226,2015,FR,0.4,0.0,0.0,0.0,0.0,0.2,7.0
4476,École nationale supérieure d’architecture de Versailles,FR0227,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,7.0
4477,École des beaux-arts de Versailles,FR0228,2015,FR,0.6,0.0,0.0,0.0,0.0,0.0,7.0
4478,Université de Versailles Saint-Quentin-en-Yvelines,FR0229,2015,FR,0.7,1.0,0.0,0.0,0.0,0.4,7.0
4479,Université d'Amiens,FR0230,2015,FR,0.7,1.0,0.0,0.0,0.0,0.4,7.0
4480,École Supérieure d'Ingénieurs en Électronique et Électrotechnique Amiens,FR0231,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,7.0
4481,École nationale supérieure des mines d'Albi-Carmaux,FR0232,2015,FR,0.6,0.0,0.0,0.0,0.0,0.4,7.0
4482,Institut national universitaire Jean-François-Champollion,FR0233,2015,FR,0.6,1.0,0.0,0.0,0.0,0.2,7.0
4483,Université de Toulon,FR0234,2015,FR,0.7,1.0,0.0,0.0,0.0,0.4,7.0
4484,Institut supérieur de l'électronique et du numérique Toulon,FR0235,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,7.0
4485,Université d'Avignon et des Pays de Vaucluse,FR0236,2015,FR,0.6,1.0,0.0,0.0,0.0,0.4,7.0
4486,Institut catholique d'études supérieures,FR0237,2015,FR,0.4,0.0,7.0,0.0,0.0,0.4,7.0
4487,École nationale supérieure de mécanique et d'aérotechnique de Poitiers,FR0238,2015,FR,0.6,0.0,0.0,0.0,0.0,0.2,7.0
4488,Université de Poitiers,FR0239,2015,FR,0.7,1.0,0.0,0.0,0.0,0.4,7.0
4489,Université de Limoges,FR0240,2015,FR,0.6,0.0,0.0,0.0,0.0,0.2,7.0
4490,École nationale supérieure de céramique industrielle de Limoges,FR0241,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,7.0
4491,Institut d'ingénierie informatique de Limoges,FR0242,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,7.0
4492,Université de technologie de Belfort-Montbéliard,FR0243,2015,FR,0.7,1.0,0.0,0.0,0.0,0.4,7.0
4493,Institut d'Optique Graduate School,FR0244,2015,FR,0.6,0.0,0.0,0.0,0.0,0.4,7.0
4494,Université Paris-Sud,FR0245,2015,FR,0.7,1.0,0.0,0.0,0.0,0.4,7.0
4495,École polytechnique,FR0247,2015,FR,0.6,0.0,0.0,0.0,0.0,0.4,7.0
4496,Télécom SudParis,FR0248,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,7.0
4497,Université d'Évry-Val d'Essonne,FR0249,2015,FR,0.6,1.0,0.0,0.0,0.0,0.4,7.0
4498,Télécom École de Management,FR0250,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,7.0
4499,École nationale supérieure d'informatique pour l'industrie et l'entreprise,FR0251,2015,FR,0.5,1.0,0.0,0.0,0.0,0.3,7.0
4500,École nationale supérieure de techniques avancées,FR0252,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,7.0
4501,EPF - École d'ingénieurs,FR0253,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,7.0
4502,École nationale supérieure du pétrole et des moteurs,FR0254,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,7.0
4503,Université Paris Nanterre,FR0255,2015,FR,0.7,1.0,0.0,0.0,0.0,0.4,7.0
4504,École Nationale de la Statistique et de l’Administration Économique,FR0257,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,7.0
4505,École supérieure des techniques aéronautiques et de construction automobile,FR0258,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,7.0
4506,École supérieure d'ingénieurs Léonard-de-Vinci,FR0259,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,7.0
4507,École nationale supérieure maritime,FR0260,2015,FR,0.6,0.0,0.0,0.0,0.0,0.0,7.0
4508,Institut supérieur de mécanique de Paris,FR0261,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,7.0
4509,Université Paris 13 - Paris Nord,FR0262,2015,FR,0.7,1.0,0.0,0.0,0.0,0.4,7.0
4510,Université Paris 8 - Vincennes - Saint-Denis,FR0263,2015,FR,0.6,1.0,0.0,0.0,0.0,0.4,7.0
4511,École Supérieure d'Ingénieurs en Électronique et Électrotechnique Paris,FR0264,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,7.0
4512,École normale supérieure de Cachan,FR0265,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,7.0
4513,Université Paris-Est Créteil Val-de-Marne,FR0266,2015,FR,0.6,1.0,0.0,0.0,0.0,0.4,7.0
4514,École d'ingénieur généraliste en informatique et technologies du numérique,FR0267,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,7.0
4515,ESME Sudria,FR0268,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,7.0
4516,École supérieure d'ingénieurs des travaux de la construction de Cachan,FR0269,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,7.0
4517,École pour l'informatique et les techniques avancées,FR0270,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,7.0
4518,Institut polytechnique des sciences avancées,FR0271,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,7.0
4519,École spéciale des travaux publics. du bâtiment et de l'industrie,FR0272,2015,FR,0.5,1.0,0.0,0.0,0.0,0.4,7.0
4520,École nationale supérieure de l'électronique et de ses applications de Cergy,FR0273,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,7.0
4521,École internationale des sciences du traitement de l'information,FR0274,2015,FR,0.5,1.0,0.0,0.0,0.0,0.3,7.0
4522,Université de Cergy-Pontoise,FR0275,2015,FR,0.7,1.0,0.0,0.0,0.0,0.4,7.0
4523,École d'ingénieur d'agro-développement international,FR0276,2015,FR,0.5,1.0,0.0,0.0,0.0,0.3,7.0
4524,Institut libre d'éducation physique supérieur,FR0277,2015,FR,0.5,0.0,0.0,0.0,0.0,0.0,7.0
4525,ECAM - EPMI Graduate School of Engineering,FR0278,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,7.0
4526,École de biologie industrielle,FR0279,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,7.0
4527,Institut régional d'administration de Bastia,FR0280,2015,FR,0.6,0.0,0.0,0.0,0.0,0.0,7.0
4528,Université de Corse Pasquale Paoli,FR0281,2015,FR,0.7,1.0,0.0,0.0,0.0,0.4,7.0
4529,Université des Antilles,FR0282,2015,FR,0.7,1.0,0.0,0.0,0.0,0.4,7.0
4530,Université de La Réunion,FR0283,2015,FR,0.7,1.0,0.0,0.0,0.0,0.4,7.0
4531,Université de la Nouvelle-Calédonie,FR0285,2015,FR,0.7,1.0,0.0,0.0,0.0,0.4,7.0
4532,Université de la Polynésie Française,FR0286,2015,FR,0.7,2.0,0.0,0.0,0.0,0.3,7.0
4533,Centre Universitaire de Mayotte,FR0287,2015,FR,0.5,1.0,0.0,0.0,0.0,0.2,6.0
4534,Université de Bordeaux,FR0288,2015,FR,0.7,1.0,0.0,0.0,0.0,0.4,5.0
4535,ESPE de l'académie d'Aix-Marseille,FR0289,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4536,ESPE de l'académie d'Amiens,FR0290,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4537,ESPE de l'académie de Bordeaux,FR0291,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4538,ESPE de l'académie de Dijon,FR0292,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4539,ESPE de l'académie de Rennes,FR0293,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4540,ESPE de l'académie de Caen,FR0294,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4541,ESPE de l'académie d'Orléans-Tours,FR0295,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4542,ESPE de l'académie de Clermont-Ferrand,FR0296,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4543,ESPE de l'académie de Corse,FR0297,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4544,ESPE de l'académie de Créteil,FR0298,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4545,ESPE de l'académie de Besançon,FR0299,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4546,ESPE de l'académie de Grenoble,FR0300,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4547,ESPE de l'académie de Guadeloupe,FR0301,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4548,ESPE de l'académie de Guyane,FR0302,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4549,ESPE de l'académie de la Réunion,FR0303,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4550,ESPE de l'académie de Lille,FR0304,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4551,ESPE de l'académie de Limoges,FR0305,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4552,ESPE de l'académie de Nancy-Metz,FR0306,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4553,ESPE de l'académie de Lyon,FR0307,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4554,ESPE de l'académie de Martinique,FR0308,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4555,ESPE de l'académie de Montpellier,FR0309,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4556,ESPE de l'académie de Nantes,FR0310,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4557,ESPE de l'académie de Nice,FR0311,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4558,ESPE de l'académie de Paris,FR0312,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4559,ESPE de l'académie de Poitiers,FR0313,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4560,ESPE de l'académie de Reims,FR0314,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4561,ESPE de l'académie de Rouen,FR0315,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4562,ESPE de l'académie de Strasbourg,FR0316,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4563,ESPE de l'académie de Toulouse,FR0317,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4564,ESPE de l'académie de Versailles,FR0318,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,5.0
4565,Institut national des sciences appliquées Centre Val de Loire,FR0319,2015,FR,0.6,1.0,0.0,0.0,0.0,0.4,5.0
4566,École normale supérieure de Rennes,FR0320,2015,FR,0.5,1.0,0.0,0.0,0.0,0.3,5.0
4567,Hourdé École supérieure des arts et techniques,FR0321,2015,FR,0.6,0.0,0.0,0.0,0.0,0.0,5.0
4568,École nationale supérieure d'arts de Paris-Cergy,FR0322,2015,FR,0.6,0.0,0.0,0.0,0.0,0.2,5.0
4569,Université de Montpellier,FR0323,2015,FR,0.7,1.0,0.0,0.0,0.0,0.4,4.0
4570,CentraleSupélec,FR0324,2015,FR,0.6,0.0,0.0,0.0,0.0,0.4,4.0
4571,ESPE Nouvelle-Calédonie,FR0325,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,4.0
4572,ESPE Polynésie Française,FR0326,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,4.0
4573,Université de Guyane,FR0327,2015,FR,0.6,1.0,0.0,0.0,0.0,0.4,4.0
4574,VetAgro Sup Marcy-l'Étoile,FR0328,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,4.0
4575,École nationale vétérinaire de Toulouse,FR0329,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,4.0
4576,École nationale vétérinaire d'Alfort,FR0330,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,4.0
4577,École nationale vétérinaire. agroalimentaire et de l'alimentation. Nantes-Atlantique,FR0331,2015,FR,0.5,0.0,0.0,0.0,0.0,0.4,4.0
4578,École nationale supérieure de paysage de Versailles,FR0332,2015,FR,0.4,0.0,0.0,0.0,0.0,0.4,4.0
4579,École catholique d'arts et métiers Strasbourg-Europe,FR0333,2015,FR,0.5,0.0,0.0,0.0,0.0,0.2,4.0
4580,École d'ingénieurs SIGMA Clermont,FR0334,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,3.0
4581,Université de Grenoble Alpes,FR0335,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,3.0
4582,Facultés libres de philosophie et de psychologie,FR0336,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,3.0
4583,École supérieure d'ingénieurs en informatique et génie des télécommunications,FR0337,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,3.0
4584,École supérieure d'art Annecy Alpes,FR0338,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,3.0
4585,Centre Sèvres,FR0339,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,3.0
4586,Ecole nationale supérieure d'art Villa d'Arson,FR0340,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,3.0
4587,École supérieure d'art et de design d'Amiens,FR0341,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,3.0
4588,Institut supérieur des beaux-arts de Besançon Franche-Comté,FR0342,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,3.0
4589,École supérieure d'art du Nord-Pas de Calais / Dunkerque-Tourcoing,FR0345,2015,FR,0.5,0.0,0.0,0.0,0.0,0.0,7.0
4590,EM Lyon Business School,FR0400,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4591,École des hautes études commerciales de Paris,FR0401,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4592,Grenoble École de management,FR0402,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4593,École supérieure de commerce de Nantes-Atlantique,FR0403,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4594,Institut d'Économie Scientifique et de Gestion,FR0404,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4595,Neoma business school,FR0405,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,5.0
4596,Kedge business school,FR0408,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,5.0
4597,École supérieure de commerce d’Amiens,FR0411,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4598,École supérieure des technologies et des affaires de Belfort,FR0412,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4599,École de commerce européenne,FR0413,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4600,École supérieure de commerce de Pau,FR0414,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4601,Sud Management - EGC Agen,FR0415,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4602,École de gestion et de commerce de Normandie,FR0416,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4603,École supérieure de commerce de Clermont-Ferrand,FR0417,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4604,Institut Européen d'Administration des Affaires,FR0418,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4605,École supérieure de commerce de Dijon-Bourgogne,FR0419,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4606,École de gestion et de commerce de Valence,FR0420,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4607,Ecole de gestion et de commerce de La Réunion,FR0421,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4608,École des hautes études commerciales du nord,FR0422,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4609,SKEMA Business School,FR0423,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4610,Ecole Supérieure de Commerce et Développement – Afrique. Amériques. Asie,FR0424,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4611,Ecole supérieure pour le développement économique et social de Lyon,FR0425,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4612,Institut de recherche et d’action commerciale,FR0426,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4613,Ecole de gestion et de commerce de Martinique,FR0427,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4614,Montpellier Business School,FR0428,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4615,ICN Nancy-Metz Ecole de management,FR0429,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4616,Ecole de gestion et de commerce de Vendée,FR0430,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4617,Ecole supérieure des sciences commerciales d’Angers,FR0431,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4618,Ecole de Gestion et de Commerce du Pacifique Sud,FR0432,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4619,Ecole supérieure de commerce et de management,FR0433,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4620,Ecole européenne de management,FR0434,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4621,Ecole supérieure du commerce extérieur,FR0435,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4622,ESCP Europe,FR0436,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4623,Ecole Ferrandi Paris,FR0437,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4624,Institut international du commerce et du développement,FR0438,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4625,Institut des hautes études économiques et commerciales,FR0439,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4626,Institut de préparation à l’administration et à la gestion,FR0440,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4627,Institut supérieur du commerce de Paris,FR0441,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4628,Institut Superieur de Gestion,FR0442,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4629,Institut supérieur privé des sciences. techniques et économie commerciales,FR0443,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4630,Institut Français de la Mode,FR0444,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4631,PSB Paris School of Business,FR0445,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4632,Groupe Sup de Co La Rochelle,FR0446,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4633,Groupe ESC Troyes,FR0447,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4634,Brest Business School,FR0448,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4635,Rennes School of Business,FR0449,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4636,École de Management de Normandie,FR0450,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4637,EM Strasbourg Business School,FR0451,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4638,Ecole de gestion et de commerce d’Occitanie,FR0452,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4639,Ecole des dirigeants et créateurs d'entreprise,FR0454,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4640,École de Management Léonard de Vinci,FR0455,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4641,Ecole supérieure des sciences économiques et commerciales,FR0456,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4642,HEC Paris Executive Education,FR0457,2015,FR,0.7,0.0,0.0,0.0,0.0,0.0,7.0
4643,Ελληνικό Ανοικτό Πανεπιστήμιο,GR0001,2015,GR,0.3,1.0,0.0,2.0,0.0,0.4,6.0
4644,Διεθνές Πανεπιστήμιο της Ελλάδος,GR0002,2015,GR,0.3,1.0,0.0,1.0,0.0,0.4,6.0
4645,Πανεπιστήμιο Δυτικής Μακεδονίας,GR0005,2015,GR,0.3,0.0,0.0,1.0,0.0,0.4,6.0
4646,Πανεπιστήμιο Πελοποννήσου,GR0006,2015,GR,0.3,0.0,0.0,0.0,0.0,0.4,6.0
4647,Χαροκόπειο Πανεπιστήμιο,GR0007,2015,GR,0.3,1.0,0.0,0.0,0.0,0.4,6.0
4648,Ανωτάτη Σχολή Καλών Τεχνών,GR0008,2015,GR,0.3,1.0,0.0,0.0,0.0,0.4,6.0
4649,Γεωπονικό Πανεπιστήμιο Αθηνών,GR0009,2015,GR,0.3,1.0,0.0,0.0,0.0,0.4,6.0
4650,Πανεπιστήμιο Μακεδονίας,GR0010,2015,GR,0.3,1.0,0.0,0.0,0.0,0.4,6.0
4651,Πανεπιστήμιο Πειραιώς,GR0011,2015,GR,0.3,1.0,0.0,0.0,0.0,0.4,6.0
4652,Πάντειον Πανεπιστήμιο Κοινωνικών και Πολιτικών Επιστημών,GR0012,2015,GR,0.3,2.0,0.0,0.0,0.0,0.4,6.0
4653,Οικονομικό Πανεπιστήμιο Αθηνών,GR0013,2015,GR,0.3,1.0,0.0,0.0,0.0,0.4,6.0
4654,Πολυτεχνείο Κρήτης,GR0014,2015,GR,0.3,3.0,0.0,0.0,0.0,0.2,6.0
4655,Εθνικό Μετσόβιο Πολυτεχνείο,GR0015,2015,GR,0.3,1.0,0.0,1.0,0.0,0.4,6.0
4656,Πανεπιστήμιο Πατρών,GR0016,2015,GR,0.3,0.0,0.0,0.0,0.0,0.4,6.0
4657,Πανεπιστήμιο Κρήτης,GR0017,2015,GR,0.3,0.0,0.0,0.0,0.0,0.4,6.0
4658,Πανεπιστήμιο Ιωαννίνων,GR0018,2015,GR,0.3,0.0,0.0,0.0,0.0,0.4,6.0
4659,Iόνιο Πανεπιστήμιο,GR0019,2015,GR,0.3,0.0,0.0,0.0,0.0,0.4,6.0
4660,Εθνικό και Καποδιστριακό Πανεπιστήμιο Αθηνών,GR0020,2015,GR,0.3,0.0,0.0,0.0,0.0,0.4,6.0
4661,Αριστοτέλειο Πανεπιστήμιο Θεσσαλονίκης,GR0021,2015,GR,0.3,0.0,0.0,0.0,0.0,0.4,6.0
4662,Δημοκρίτειο Πανεπιστήμιο Θράκης,GR0022,2015,GR,0.3,0.0,0.0,0.0,0.0,0.4,6.0
4663,Πανεπιστήμιο Θεσσαλίας,GR0023,2015,GR,0.3,0.0,0.0,0.0,0.0,0.4,6.0
4664,Πανεπιστήμιο Αιγαίου,GR0024,2015,GR,0.3,0.0,0.0,1.0,0.0,0.4,6.0
4665,Ανώτατη Σχολή Παιδαγωγικής και Τεχνολογικής Εκπαίδευσης,GR0025,2015,GR,0.3,0.0,0.0,1.0,0.0,0.4,6.0
4666,Τεχνολογικό Εκπαιδευτικό Ίδρυμα Ιονίων Νήσων,GR0026,2015,GR,0.3,2.0,0.0,1.0,0.0,0.4,6.0
4667,Τεχνολογικό Εκπαιδευτικό Ίδρυμα Ηπείρου,GR0027,2015,GR,0.3,1.0,0.0,0.0,0.0,0.4,6.0
4668,Τεχνολογικό Εκπαιδευτικό Ίδρυμα Κεντρικής Μακεδονίας,GR0030,2015,GR,0.3,0.0,0.0,0.0,0.0,0.4,6.0
4669,Τεχνολογικό Εκπαιδευτικό Ίδρυμα Δυτικής Μακεδονίας,GR0032,2015,GR,0.3,2.0,0.0,1.0,0.0,0.2,6.0
4670,Τεχνολογικό Εκπαιδευτικό Ίδρυμα Πελοποννήσου,GR0033,2015,GR,0.3,1.0,0.0,0.0,0.0,0.4,6.0
4671,Ανώτατο Τεχνολογικό Εκπαιδευτικό Ίδρυμα Ανατολικής Μακεδονίας και Θράκης,GR0034,2015,GR,0.3,0.0,0.0,1.0,0.0,0.4,6.0
4672,Τεχνολογικό Εκπαιδευτικό Ίδρυμα Κρήτης,GR0035,2015,GR,0.3,0.0,0.0,1.0,0.0,0.4,6.0
4673,Τεχνολογικό Εκπαιδευτικό Ίδρυμα Θεσσαλίας,GR0036,2015,GR,0.3,0.0,0.0,1.0,0.0,0.4,6.0
4674,Ανώτατο Εκπαιδευτικό Ίδρυμα Πειραιά Τεχνολογικού Τομέα,GR0038,2015,GR,0.3,0.0,0.0,0.0,0.0,0.4,6.0
4675,Αλεξάνδρειο Τεχνολογικό Εκπαιδευτικό Ίδρυμα Θεσσαλονίκης,GR0039,2015,GR,0.3,0.0,0.0,0.0,0.0,0.4,6.0
4676,Τεχνολογικό Εκπαιδευτικό Ίδρυμα Αθήνας,GR0040,2015,GR,0.3,0.0,0.0,0.0,0.0,0.4,6.0
4677,Ακαδημίες Εμπορικού Ναυτικού Ασπροπύργου,GR0041,2015,GR,0.3,0.0,0.0,0.0,0.0,0.2,6.0
4678,Ακαδημίες Εμπορικού Ναυτικού Μακεδονίας,GR0044,2015,GR,0.3,0.0,0.0,1.0,0.0,0.2,6.0
4679,Ακαδημίες Εμπορικού Ναυτικού Κρήτης,GR0048,2015,GR,0.3,1.0,0.0,0.0,0.0,0.2,6.0
4680,Ακαδημίες Εμπορικού Ναυτικού Ηπείρου,GR0049,2015,GR,0.3,0.0,0.0,1.0,0.0,0.2,6.0
4681,Ακαδημίες Εμπορικού Ναυτικού Χίου,GR0050,2015,GR,0.3,0.0,0.0,2.0,0.0,0.2,6.0
4682,Ανωτατη Εκκλησιαστικη Ακαδημια Αθηνων,GR0057,2015,GR,0.3,3.0,0.0,1.0,0.0,0.2,6.0
4683,Ανωτατη Εκκλησιαστικη Ακαδημια Θεσσαλονικης,GR0058,2015,GR,0.3,0.0,0.0,2.0,0.0,0.4,6.0
4684,Ανωτατη Εκκλησιαστικη Ακαδημια Βελλας Ιωαννινων,GR0059,2015,GR,0.3,1.0,0.0,1.0,0.0,0.2,4.0
4685,Ανωτατη Εκκλησιαστικη Ακαδημια Ηρακλειου Κρητης,GR0060,2015,GR,0.3,2.0,0.0,1.0,0.0,0.3,4.0
4686,Στρατιωτικες Σχολες Ευελπίδων,GR0061,2015,GR,0.4,2.0,0.0,0.0,0.0,0.2,6.0
4687,Αστυνομικη Ακαδημια,GR0062,2015,GR,0.4,0.0,0.0,0.0,0.0,0.2,6.0
4688,ΤΕΙ Στερεάς Ελλάδας,GR0063,2015,GR,0.3,1.0,0.0,0.0,0.0,0.2,4.0
4689,Τεχνολογικο Εκπαιδευτικο Ιδρυμα Δυτικης Ελλαδας,GR0064,2015,GR,0.3,0.0,0.0,0.0,0.0,0.2,4.0
4690,Sveučilište u Dubrovniku,HR0001,2015,HR,0.3,2.0,0.0,0.0,0.0,0.5,6.0
4691,Sveučilište Jurja Dobrile u Puli,HR0002,2015,HR,0.3,0.0,0.0,3.0,0.0,0.5,6.0
