institution_name,ETER_ID,reference_year,country_code,missing_perc,zero_value,c_value,s_value,nc_value,cons_perc,timeillnes_occ
DIPLOMA Hochschule,DE0292,2013,DE,1.0,7.0,0.0,1.0,0.0,0.8,6.0
Evangelische Hochschule Darmstadt (EHD). FH,DE0293,2013,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
Hochschule Neubrandenburg,DE0294,2013,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule Stralsund,DE0295,2013,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Hochschule Wismar,DE0296,2013,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
Ostfalia Hochschule für angewandte Wissenschaften,DE0298,2013,DE,1.0,4.0,0.0,0.0,0.0,0.8,6.0
Hochschule Hannover (FH),DE0299,2013,DE,1.0,4.0,0.0,1.0,0.0,1.0,6.0
HAWK Hochschule für Angewandte Wissenschaften und Kunst Hildesheim/Holzminden/Göttingen,DE0300,2013,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Hochschule Osnabrück (FH),DE0302,2013,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
Hochschule 21. Buxtehude (Priv. FH),DE0303,2013,DE,1.0,7.0,0.0,0.0,0.0,0.9,6.0
PFH - Private Hochschule Götingen,DE0304,2013,DE,1.0,4.0,0.0,1.0,0.0,1.0,6.0
Private Fachhochschule der Wirtschaft Hannover,DE0305,2013,DE,1.0,6.0,0.0,1.0,0.0,1.0,6.0
Hochschule für Künste im Sozialen,DE0306,2013,DE,1.0,5.0,0.0,1.0,0.0,0.9,6.0
Private Fachhochschule für Wirtschaft und Technik Vechta/Diepholz/Oldenburg,DE0307,2013,DE,1.0,7.0,0.0,0.0,0.0,0.8,6.0
Fachhochschule Aachen,DE0308,2013,DE,1.0,3.0,0.0,1.0,0.0,1.0,6.0
Fachhochschule Bielefeld,DE0309,2013,DE,1.0,2.0,0.0,1.0,0.0,1.0,6.0
Hochschule Bochum,DE0310,2013,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Hochschule Bonn-Rhein-Sieg,DE0311,2013,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule Dortmund,DE0312,2013,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule Düsseldorf,DE0313,2013,DE,1.0,3.0,0.0,1.0,0.0,1.0,6.0
Westfälische Hochschule Gelsenkirchen Bocholt Recklinghausen,DE0314,2013,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule Köln,DE0315,2013,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
Hochschule Ostewestfalen-Lippe,DE0316,2013,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule Münster,DE0317,2013,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
Hochschule Niederrhein,DE0318,2013,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule Südwestfalen,DE0319,2013,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Internationale Hochschule Bad Honnef-Bonn (Priv. FH),DE0320,2013,DE,1.0,4.0,0.0,1.0,0.0,1.0,6.0
Fachhochschule des Mittelstandes Bielefeld (Priv. FH),DE0321,2013,DE,1.0,6.0,0.0,1.0,0.0,0.9,6.0
Technische FH (TFH) Georg Agricola zu Bochum (Priv. FH),DE0322,2013,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
EBZ Business School Bochum (Priv. FH),DE0323,2013,DE,1.0,5.0,0.0,1.0,0.0,0.8,6.0
Hochschule der Sparkassen-Finanzgruppe Bonn (Priv. FH),DE0324,2013,DE,1.0,4.0,0.0,0.0,0.0,0.8,6.0
Europäische FH (EUFH) Rhein/Erft (Priv.),DE0325,2013,DE,1.0,3.0,0.0,2.0,0.0,1.0,6.0
Private Fachhochschule International School of Management. Dortmund,DE0326,2013,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
Private Fachhochschule für Ökonomie und Management Essen,DE0327,2013,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
SRH Hochschule für Logistik und Wirtschaft Hamm (Priv. FH),DE0328,2013,DE,0.2,3.0,0.0,1.0,0.0,0.4,6.0
Business and Information Technology School Iserlohn (Priv. FH),DE0329,2013,DE,1.0,4.0,0.0,1.0,0.0,1.0,6.0
Private Rheinische Fachhochschule Köln,DE0331,2013,DE,1.0,6.0,0.0,0.0,0.0,1.0,6.0
Private Fachhochschule der Wirtschaft Paderborn,DE0332,2013,DE,1.0,5.0,0.0,1.0,0.0,0.9,6.0
Fachhochschule der Diakonie Bielefeld-Bethel,DE0333,2013,DE,1.0,8.0,0.0,1.0,0.0,0.8,6.0
Evangelische Fachhochschule Rheinland-Westfalen-Lippe. Bochum,DE0334,2013,DE,1.0,6.0,0.0,0.0,0.0,0.9,6.0
Katholische Hochschule Nordrhein-Westfalen,DE0335,2013,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule Bingen,DE0336,2013,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule Kaiserslautern,DE0337,2013,DE,1.0,1.0,0.0,1.0,0.0,1.0,6.0
Hochschule Koblenz,DE0338,2013,DE,1.0,1.0,0.0,1.0,0.0,1.0,6.0
Hochschule Ludwigshafen am Rhein (FH),DE0339,2013,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule Mainz,DE0340,2013,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
Hochschule Trier,DE0341,2013,DE,1.0,2.0,0.0,3.0,0.0,1.0,6.0
Fachhochschule Worms,DE0342,2013,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Katholische Hochschule Mainz,DE0343,2013,DE,1.0,5.0,0.0,0.0,0.0,0.9,6.0
Hochschule für Technik und Wirtschaft des Saarlandes Saarbrücken,DE0344,2013,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
Deutsche Hochschule für Prävention und Gesundheitsmanagement. Saarbrücken (Priv. FH),DE0346,2013,DE,1.0,6.0,0.0,1.0,0.0,0.8,6.0
Hochschule für Technik und Wirtschaft Dresden,DE0347,2013,DE,1.0,4.0,0.0,1.0,0.0,1.0,6.0
Hochschule für Technik. Wirtschaft und Kultur Leipzig,DE0348,2013,DE,1.0,4.0,0.0,3.0,0.0,1.0,6.0
Hochschule Mittweida (University of Applied Sciences),DE0349,2013,DE,1.0,1.0,0.0,1.0,0.0,1.0,6.0
Hochschule Zittau/Görlitz (FH),DE0350,2013,DE,1.0,4.0,0.0,1.0,0.0,1.0,6.0
Westsächsische Hochschule Zwickau,DE0351,2013,DE,1.0,2.0,0.0,1.0,0.0,1.0,6.0
AKAD. Die Privat-Hochschulen.Fachhochschule Leipzig (Priv. FernFH),DE0352,2013,DE,1.0,7.0,0.0,1.0,0.0,0.8,3.0
Deutsche Telekom Hochschule für Telekommunikation. Leipzig (Priv. FH),DE0353,2013,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
Evangelische Hochschule für Soziale Arbeit. Dresden (FH),DE0356,2013,DE,1.0,6.0,0.0,4.0,0.0,1.0,6.0
Hochschule Anhalt (FH),DE0358,2013,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Hochschule Harz (FH),DE0359,2013,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Hochschule Magdeburg-Stendal (FH),DE0360,2013,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
Hochschule Merseburg (FH),DE0361,2013,DE,1.0,1.0,0.0,3.0,0.0,1.0,6.0
Fachhochschule Flensburg,DE0363,2013,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule Westküste. Heide,DE0364,2013,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule Kiel,DE0365,2013,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule Lübeck,DE0366,2013,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
NORDAKADEMIE Hochschule der Wirtschaft,DE0367,2013,DE,1.0,8.0,0.0,1.0,0.0,0.9,6.0
AKAD. Fachhochschule Pinneberg (Priv. Fern-FH für Berufstätige),DE0368,2013,DE,1.0,5.0,0.0,0.0,0.0,0.8,3.0
Private Fachhochschule Wedel,DE0369,2013,DE,1.0,4.0,0.0,1.0,0.0,1.0,6.0
Fachhochschule Erfurt,DE0370,2013,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule Jena,DE0371,2013,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule Nordhausen,DE0372,2013,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule Schmalkalden,DE0373,2013,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
SRH Fachhochschule für Gesundheit Gera (Priv. FH),DE0376,2013,DE,1.0,6.0,0.0,1.0,0.0,0.9,6.0
Hochschule für öffentliche Verwaltung Kehl,DE0377,2013,DE,1.0,2.0,0.0,3.0,0.0,1.0,6.0
Hochschule Ludwigsburg für öffentliche Verwaltung und Finanzen,DE0378,2013,DE,1.0,4.0,0.0,1.0,0.0,1.0,6.0
Fachhochschule für Rechtspflege Schwetzingen,DE0379,2013,DE,1.0,7.0,0.0,0.0,0.0,0.8,6.0
Hochschule der Polizei Baden-Württemberg,DE0380,2013,DE,1.0,7.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule für öffentliche Verwaltung und Rechtspflege in Bayern,DE0382,2013,DE,1.0,6.0,0.0,0.0,0.0,1.0,6.0
FH der Polizei Brandenburg (VerwFH) in Oranienburg,DE0385,2013,DE,1.0,8.0,0.0,1.0,0.0,0.8,6.0
Fachhochschule für Finanzen Brandenburg in Königs Wusterhausen,DE0386,2013,DE,1.0,8.0,0.0,0.0,0.0,0.8,6.0
Hochschule für öffentliche Verwaltung Bremen,DE0387,2013,DE,1.0,8.0,0.0,0.0,0.0,0.8,6.0
Norddeutsche Akademie für Finanzen und Steuerrecht Hamburg,DE0389,2013,DE,1.0,9.0,0.0,2.0,0.0,0.8,6.0
Hessische Hochschule für Finanzen und Rechtspflege,DE0391,2013,DE,1.0,8.0,0.0,0.0,0.0,0.8,6.0
Hessische Hochschule für Polizei und Verwaltung,DE0392,2013,DE,1.0,4.0,0.0,1.0,0.0,0.8,6.0
Verwaltungs-Fachhochschule Güstrow,DE0394,2013,DE,1.0,7.0,0.0,0.0,0.0,0.8,6.0
Norddeutsche Hochschule für Rechtspflege. Hildesheim,DE0395,2013,DE,1.0,7.0,0.0,0.0,0.0,0.8,6.0
Kommunale Hochschule für Verwaltung in Niedersachsen,DE0396,2013,DE,1.0,11.0,0.0,1.0,0.0,0.8,6.0
Fachhochschule für Rechtspflege NW. Bad Münstereifel,DE0397,2013,DE,1.0,7.0,0.0,0.0,0.0,0.8,6.0
Fachhochschule für Finanzen NW. Nordkirchen,DE0398,2013,DE,1.0,8.0,0.0,0.0,0.0,0.8,6.0
Fachhochschule für öffentliche Verwaltung Nordrhein-Westfalen,DE0399,2013,DE,1.0,7.0,0.0,0.0,0.0,0.9,6.0
Hochschule des Bundes für öffentliche Verwaltung,DE0400,2013,DE,1.0,8.0,0.0,1.0,0.0,0.8,6.0
Fachhochschule für Finanzen Edenkoben,DE0401,2013,DE,1.0,8.0,0.0,0.0,0.0,0.8,6.0
Hochschule der Deutschen Bundesbank Hachenburg,DE0402,2013,DE,1.0,8.0,0.0,0.0,0.0,0.8,6.0
Fachhochschule für öffentliche Verwaltung Mayen,DE0403,2013,DE,1.0,8.0,0.0,0.0,0.0,0.8,6.0
Fachhochschule für Verwaltung Saarbrücken,DE0404,2013,DE,1.0,8.0,0.0,0.0,0.0,0.8,6.0
Fachhochschule der Sächsischen Verwaltung Meißen,DE0405,2013,DE,1.0,8.0,0.0,0.0,0.0,0.8,6.0
Hochschule der Sächsischen Polizei. Rothenburg/OL. (FH),DE0406,2013,DE,1.0,8.0,0.0,1.0,0.0,0.8,6.0
Fachhochschule Polizei Sachsen-Anhalt. Aschersleben,DE0407,2013,DE,1.0,8.0,0.0,0.0,0.0,0.8,6.0
Fachhochschule für Verwaltung und Dienstleistung Altenholz,DE0408,2013,DE,1.0,5.0,0.0,1.0,0.0,0.8,6.0
Thüringer Fachhochschule für öffentliche Verwaltung Gotha,DE0410,2013,DE,1.0,8.0,0.0,0.0,0.0,0.8,6.0
Hochschule für Medien. Kommunikation und Wirtschaft (HMKW),DE0411,2013,DE,1.0,7.0,0.0,0.0,0.0,1.0,6.0
Hochschule für Wirtschaft. Technik und Kultur Berlin (HWTK),DE0412,2013,DE,0.1,6.0,0.0,1.0,0.0,0.8,4.0
International Psychoanalytic University Berlin,DE0413,2013,DE,1.0,3.0,0.0,3.0,0.0,1.0,6.0
Hochschule Emden/Leer,DE0414,2013,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
KLU Kühne Logistics University (Priv.),DE0416,2013,DE,1.0,8.0,0.0,1.0,0.0,1.0,5.0
MSH Medical School Hamburg,DE0417,2013,DE,1.0,4.0,0.0,1.0,0.0,1.0,6.0
Hochschule Hamm-Lippstadt,DE0418,2013,DE,1.0,5.0,0.0,2.0,0.0,0.9,6.0
Hochschule Rhein-Waal,DE0419,2013,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
Cologne Business School (CBS) - European University of Applied Sciences (Priv. FH),DE0420,2013,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
Hochschule der Wirtschaft für Management (HdWM) Mannheim (Priv. FH),DE0421,2013,DE,0.1,5.0,0.0,0.0,0.0,0.8,5.0
Hochschule Ruhr West (HRW),DE0422,2013,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
ESMOD Berlin Internationale Kunsthochschule für Mode (Priv.),DE0426,2013,DE,1.0,8.0,0.0,1.0,0.0,0.8,2.0
Akkon HS Berlin (Priv. FH),DE0430,2013,DE,1.0,7.0,0.0,1.0,0.0,0.8,4.0
DEKRA Hochschule für Medien,DE0431,2013,DE,1.0,8.0,0.0,0.0,0.0,0.8,6.0
German open Business School - HS für Wirtschaft und Verwaltung Berlin (Priv- FH),DE0433,2013,DE,1.0,7.0,0.0,0.0,0.0,0.8,4.0
Business School Berlin Potsdam,DE0435,2013,DE,1.0,7.0,0.0,0.0,0.0,0.9,6.0
CVJM-Hochschule Kassel (Priv. FH),DE0437,2013,DE,1.0,8.0,0.0,1.0,0.0,0.8,6.0
Hochschule Weserbergland (HSW). Hameln (Priv.FH),DE0438,2013,DE,1.0,5.0,0.0,1.0,0.0,0.8,6.0
Leibniz - Fachhochschule Hannover (Priv. FH),DE0439,2013,DE,0.1,7.0,0.0,2.0,0.0,0.8,5.0
Hochschule für Gesundheit. Bochum,DE0440,2013,DE,0.1,4.0,0.0,0.0,0.0,0.9,6.0
Fliedner Fachhochschule Düsseldorf (Priv. ),DE0441,2013,DE,0.3,2.0,0.0,0.0,0.0,0.4,5.0
Hochschule Neuss für Internationale Wirtschaft (Priv. FH),DE0442,2013,DE,0.1,8.0,0.0,0.0,0.0,0.9,3.0
Mathias Hochschule Rheine (Priv. FH),DE0443,2013,DE,1.0,6.0,0.0,1.0,0.0,0.8,4.0
Fachhochschule Dresden (Priv. FH),DE0445,2013,DE,0.1,4.0,0.0,0.0,0.0,0.8,4.0
HS der populären Künste Berlin (Priv. FH),DE0447,2013,DE,1.0,7.0,0.0,3.0,0.0,0.9,5.0
Jade Hochschule,DE0448,2013,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
Medical School Berlin. Hochschule für Gesundheit und Medizin (Priv. FH),DE0452,2013,DE,1.0,10.0,0.0,0.0,0.0,0.8,5.0
Brandenburgische Technische Universität Cottbus-Senftenberg,DE0455,2013,DE,1.0,1.0,0.0,0.0,0.0,1.0,4.0
Hochschule Geisenheim University (FH),DE0458,2013,DE,1.0,2.0,0.0,3.0,0.0,1.0,4.0
Akademie der Polizei Hamburg,DE0475,2013,DE,1.0,9.0,0.0,0.0,0.0,0.8,4.0
Københavns Universitet,DK0001,2013,DK,1.0,1.0,0.0,0.0,0.0,1.0,6.0
Aarhus Universitet,DK0002,2013,DK,1.0,2.0,0.0,2.0,0.0,0.8,6.0
Syddansk Universitet,DK0003,2013,DK,1.0,1.0,0.0,0.0,0.0,0.9,6.0
Roskilde Universitet,DK0004,2013,DK,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Aalborg Universitet,DK0005,2013,DK,1.0,2.0,0.0,2.0,0.0,1.0,6.0
Danmarks Tekniske Universitet,DK0006,2013,DK,1.0,1.0,0.0,1.0,0.0,1.0,6.0
Handelshøjskolen i Kobenhavn,DK0007,2013,DK,1.0,3.0,0.0,0.0,0.0,1.0,6.0
IT-Universitetet i København,DK0008,2013,DK,1.0,4.0,0.0,0.0,0.0,0.9,6.0
Arkitektskolen Aarhus,DK0011,2013,DK,1.0,3.0,0.0,0.0,0.0,0.9,6.0
Designskolen Kolding,DK0013,2013,DK,1.0,3.0,0.0,0.0,0.0,0.9,6.0
Det Kongelige Danske Kunstakademis Skoler for Arkitektur. Design og Konservering,DK0015,2013,DK,1.0,3.0,0.0,3.0,0.0,0.9,6.0
Professionshøjskolen Metropol,DK0016,2013,DK,0.0,2.0,0.0,0.0,0.0,0.9,6.0
Professionshøjskolen UCC,DK0017,2013,DK,0.0,2.0,0.0,0.0,0.0,0.9,6.0
Professionshøjskolen University College Nordjylland,DK0018,2013,DK,0.0,2.0,0.0,0.0,0.0,0.9,6.0
University College Syddanmark,DK0019,2013,DK,0.0,2.0,0.0,1.0,0.0,0.9,6.0
University College Lillebælt,DK0020,2013,DK,0.0,3.0,0.0,0.0,0.0,0.9,6.0
University College Sjælland,DK0021,2013,DK,0.0,1.0,0.0,0.0,0.0,0.9,6.0
VIA University College,DK0022,2013,DK,0.0,2.0,0.0,0.0,0.0,0.9,6.0
Københavns Erhvervsakademie (KEA),DK0023,2013,DK,0.0,4.0,0.0,1.0,0.0,0.9,6.0
Erhvervsakademi Sjælland,DK0024,2013,DK,0.0,2.0,0.0,0.0,0.0,0.9,6.0
Erhvervsakademi Dania,DK0025,2013,DK,0.0,3.0,0.0,0.0,0.0,0.8,6.0
Erhvervsakademi Kolding,DK0026,2013,DK,0.0,2.0,0.0,0.0,0.0,0.9,6.0
Erhvervsakademiet Lillebælt,DK0027,2013,DK,0.0,2.0,0.0,0.0,0.0,0.9,6.0
Erhvervsakademiet Copenhagen Business,DK0028,2013,DK,0.0,3.0,0.0,0.0,0.0,0.8,6.0
Erhvervsakademi SydVest,DK0029,2013,DK,0.0,2.0,0.0,0.0,0.0,0.9,6.0
Erhvervsakademi Midtvest,DK0030,2013,DK,0.0,3.0,0.0,0.0,0.0,0.8,6.0
Erhvervsakademi Aarhus,DK0031,2013,DK,0.0,2.0,0.0,0.0,0.0,0.9,6.0
Danmarks Medie og Journalisthøjskole,DK0032,2013,DK,1.0,2.0,0.0,2.0,0.0,0.9,6.0
SIMAC,DK0033,2013,DK,0.2,2.0,0.0,0.0,0.0,0.4,6.0
Kriminalforsorgens Uddannelsescenter,DK0034,2013,DK,0.2,2.0,0.0,1.0,0.0,0.4,6.0
Ilisimatusarfik,DK0035,2013,DK,0.7,4.0,0.0,0.0,0.0,0.0,6.0
Fróðskaparsetur Føroya,DK0036,2013,DK,0.7,2.0,0.0,0.0,0.0,0.0,6.0
Den Frie Lærerskole,DK0037,2013,DK,0.0,1.0,0.0,0.0,0.0,0.7,6.0
Tartu Ülikool,EE0001,2013,EE,0.3,0.0,0.0,0.0,0.0,0.4,6.0
Tallinna Tehnikaülikool,EE0002,2013,EE,0.3,0.0,0.0,0.0,0.0,0.4,6.0
Tallinna Ülikool,EE0003,2013,EE,0.3,0.0,0.0,1.0,0.0,0.4,6.0
Eesti Maaülikool,EE0004,2013,EE,0.3,0.0,0.0,0.0,0.0,0.4,6.0
Eesti Ettevõtluskõrgkool Mainor,EE0005,2013,EE,0.3,3.0,0.0,0.0,0.0,0.3,6.0
Tallinna Tehnikakõrgkool,EE0006,2013,EE,0.3,0.0,0.0,0.0,0.0,0.4,6.0
Estonian Business School,EE0007,2013,EE,0.3,2.0,0.0,2.0,0.0,0.4,6.0
Euroakadeemia,EE0008,2013,EE,0.3,2.0,0.0,0.0,0.0,0.4,6.0
Tallinna Tervishoiu Kõrgkool,EE0009,2013,EE,0.3,0.0,0.0,0.0,0.0,0.4,6.0
Tartu Tervishoiu Kõrgkool,EE0010,2013,EE,0.3,0.0,0.0,0.0,0.0,0.4,6.0
Eesti Kunstiakadeemia,EE0011,2013,EE,0.3,0.0,0.0,2.0,0.0,0.4,6.0
Tallinna Majanduskool,EE0012,2013,EE,0.3,2.0,0.0,0.0,0.0,0.2,5.0
Sisekaitseakadeemia,EE0013,2013,EE,0.3,3.0,0.0,0.0,0.0,0.4,6.0
Lääne-Viru Rakenduskõrgkool,EE0017,2013,EE,0.3,0.0,0.0,0.0,0.0,0.4,6.0
Eesti Mereakadeemia,EE0018,2013,EE,0.3,2.0,0.0,1.0,0.0,0.4,3.0
Eesti Muusika- ja Teatriakadeemia,EE0022,2013,EE,0.3,2.0,0.0,2.0,0.0,0.4,6.0
Eesti Infotehnoloogia Kolledž,EE0023,2013,EE,0.3,0.0,0.0,0.0,0.0,0.4,6.0
Võrumaa Kutsehariduskeskus,EE0024,2013,EE,0.3,1.0,0.0,1.0,0.0,0.3,5.0
Eesti Lennuakadeemia,EE0025,2013,EE,0.3,0.0,0.0,1.0,0.0,0.4,6.0
Tartu Kõrgem Kunstikool,EE0026,2013,EE,0.3,0.0,0.0,0.0,0.0,0.4,6.0
Eesti Hotelli- ja Turismikõrgkool,EE0027,2013,EE,0.3,1.0,0.0,0.0,0.0,0.3,4.0
Arvutikolledž,EE0028,2013,EE,0.3,0.0,0.0,0.0,0.0,0.2,6.0
Eesti Metodisti Kiriku Teoloogiline Seminar,EE0029,2013,EE,0.3,0.0,0.0,0.0,0.0,0.2,6.0
Kaitseväe Ühendatud Õppeasutused,EE0031,2013,EE,0.3,3.0,0.0,0.0,0.0,0.2,6.0
EELK Usuteaduse Instituut,EE0032,2013,EE,0.3,4.0,0.0,2.0,0.0,0.2,6.0
EEKBKL Kõrgem Usuteaduslik Seminar,EE0034,2013,EE,0.3,1.0,0.0,3.0,0.0,0.2,6.0
Universidad de Almería,ES0001,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Cádiz,ES0002,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Córdoba,ES0003,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Granada,ES0004,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Huelva,ES0005,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Jaén,ES0006,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Málaga,ES0007,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Pablo de Olavide,ES0008,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Sevilla,ES0009,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Zaragoza,ES0010,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Oviedo,ES0011,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universitat de les Illes Balears,ES0012,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de La Laguna,ES0013,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Las Palmas de Gran Canaria,ES0014,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Cantabria,ES0015,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universitat Autònoma de Barcelona,ES0016,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universitat de Barcelona,ES0017,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universitat de Girona,ES0018,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universitat de Lleida,ES0019,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universitat Politècnica de Catalunya · BarcelonaTech,ES0020,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universitat Pompeu Fabra,ES0021,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universitat Rovira i Virgili,ES0022,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Castilla-La Mancha,ES0023,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Alicante,ES0024,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Jaume I de Castellón,ES0025,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Miguel Hernández de Elche,ES0026,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Politécnica de Valencia,ES0027,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universitat de València (Estudi General),ES0028,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Burgos,ES0029,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de León,ES0030,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Salamanca,ES0031,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Valladolid,ES0032,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Extremadura,ES0033,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de A Coruña,ES0034,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Santiago de Compostela,ES0035,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Vigo,ES0036,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Alcalá,ES0037,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Autónoma de Madrid,ES0038,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Carlos III de Madrid,ES0039,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Complutense de Madrid,ES0040,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Politécnica de Madrid,ES0041,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Rey Juan Carlos,ES0042,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Murcia,ES0043,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Politécnica de Cartagena,ES0044,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Pública de Navarra,ES0045,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad del País Vasco / Euskal Herriko Unibertsitatea,ES0046,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de La Rioja,ES0047,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
IE. Universidad,ES0048,2013,ES,0.3,0.0,0.0,2.0,0.0,0.6,6.0
Universidad a Distancia de Madrid (UDIMA),ES0049,2013,ES,0.3,6.0,0.0,0.0,0.0,0.4,6.0
Universidad Alfonso X El Sabio,ES0050,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Antonio de Nebrija,ES0051,2013,ES,0.3,0.0,0.0,1.0,0.0,0.6,6.0
Universidad Camilo José Cela,ES0052,2013,ES,0.3,0.0,0.0,0.0,0.0,0.6,6.0
