institution_name,ETER_ID,reference_year,country_code,missing_perc,zero_value,c_value,s_value,nc_value,cons_perc,timeillnes_occ
Private Fachhochschule für Ökonomie und Management Essen,DE0327,2016,DE,1.0,5.0,0.0,0.0,0.0,1.0,6.0
SRH Hochschule für Logistik und Wirtschaft Hamm (Priv. FH),DE0328,2016,DE,0.2,2.0,0.0,0.0,0.0,0.4,6.0
Business and Information Technology School Iserlohn (Priv. FH),DE0329,2016,DE,1.0,5.0,0.0,0.0,0.0,1.0,6.0
Private Rheinische Fachhochschule Köln,DE0331,2016,DE,1.0,7.0,0.0,0.0,0.0,1.0,6.0
Private Fachhochschule der Wirtschaft Paderborn,DE0332,2016,DE,1.0,5.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule der Diakonie Bielefeld-Bethel,DE0333,2016,DE,1.0,6.0,0.0,0.0,0.0,0.9,6.0
Evangelische Hochschule Rheinland-Westfalen-Lippe,DE0334,2016,DE,1.0,5.0,0.0,1.0,0.0,1.0,6.0
Katholische Hochschule Nordrhein-Westfalen,DE0335,2016,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
Technische Hochschule Bingen,DE0336,2016,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Hochschule Kaiserslautern,DE0337,2016,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
Hochschule Koblenz,DE0338,2016,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
Hochschule Ludwigshafen am Rhein (FH),DE0339,2016,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
Hochschule Mainz,DE0340,2016,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
Hochschule Trier,DE0341,2016,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Hochschule Worms,DE0342,2016,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Katholische Hochschule Mainz,DE0343,2016,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
Hochschule für Technik und Wirtschaft des Saarlandes Saarbrücken,DE0344,2016,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Deutsche Hochschule für Prävention und Gesundheitsmanagement. Saarbrücken (Priv. FH),DE0346,2016,DE,1.0,7.0,0.0,0.0,0.0,0.8,6.0
Hochschule für Technik und Wirtschaft Dresden,DE0347,2016,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
Hochschule für Technik. Wirtschaft und Kultur Leipzig,DE0348,2016,DE,1.0,4.0,0.0,1.0,0.0,1.0,6.0
Hochschule Mittweida (University of Applied Sciences),DE0349,2016,DE,1.0,1.0,0.0,1.0,0.0,1.0,6.0
Hochschule Zittau/Görlitz (FH),DE0350,2016,DE,1.0,4.0,0.0,1.0,0.0,1.0,6.0
Westsächsische Hochschule Zwickau,DE0351,2016,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Deutsche Telekom Hochschule für Telekommunikation. Leipzig (Priv. FH),DE0353,2016,DE,1.0,5.0,0.0,0.0,0.0,1.0,6.0
Evangelische Hochschule für Soziale Arbeit. Dresden (FH),DE0356,2016,DE,1.0,7.0,0.0,3.0,0.0,1.0,6.0
Hochschule Anhalt (FH),DE0358,2016,DE,1.0,2.0,0.0,2.0,0.0,1.0,6.0
Hochschule Harz (FH),DE0359,2016,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
Hochschule Magdeburg-Stendal (FH),DE0360,2016,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
Hochschule Merseburg (FH),DE0361,2016,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
Hochschule Flensburg,DE0363,2016,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule Westküste. Heide,DE0364,2016,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule Kiel,DE0365,2016,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule Lübeck,DE0366,2016,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
NORDAKADEMIE Hochschule der Wirtschaft,DE0367,2016,DE,1.0,6.0,0.0,0.0,0.0,1.0,6.0
Private Fachhochschule Wedel,DE0369,2016,DE,1.0,5.0,0.0,1.0,0.0,0.8,6.0
Fachhochschule Erfurt,DE0370,2016,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
Ernst-Ebbe-Hochschule Jena,DE0371,2016,DE,1.0,5.0,0.0,0.0,0.0,1.0,6.0
Hochschule Nordhausen,DE0372,2016,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
Hochschule Schmmalkalden,DE0373,2016,DE,1.0,1.0,0.0,0.0,0.0,1.0,6.0
SRH Hochschule für Gesundheit Gera (Priv. FH),DE0376,2016,DE,1.0,5.0,0.0,0.0,0.0,0.9,6.0
Hochschule für öffentliche Verwaltung Kehl,DE0377,2016,DE,1.0,3.0,0.0,0.0,0.0,1.0,6.0
Hochschule Ludwigsburg für öffentliche Verwaltung und Finanzen,DE0378,2016,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
Fachhochschule für Rechtspflege Schwetzingen,DE0379,2016,DE,1.0,8.0,0.0,0.0,0.0,0.8,6.0
Hochschule der Polizei Baden-Württemberg,DE0380,2016,DE,1.0,8.0,0.0,1.0,0.0,1.0,6.0
Fachhochschule für öffentliche Verwaltung und Rechtspflege in Bayern,DE0382,2016,DE,1.0,6.0,0.0,0.0,0.0,1.0,6.0
FH der Polizei Brandenburg (VerwFH) in Oranienburg,DE0385,2016,DE,1.0,7.0,0.0,0.0,0.0,0.9,6.0
Fachhochschule für Finanzen Brandenburg in Königs Wusterhausen,DE0386,2016,DE,1.0,9.0,0.0,0.0,0.0,0.8,6.0
Hochschule für öffentliche Verwaltung Bremen,DE0387,2016,DE,1.0,8.0,0.0,0.0,0.0,0.9,6.0
Norddeutsche Akademie für Finanzen und Steuerrecht Hamburg,DE0389,2016,DE,1.0,9.0,0.0,2.0,0.0,0.8,6.0
Hessische Hochschule für Finanzen und Rechtspflege,DE0391,2016,DE,1.0,8.0,0.0,0.0,0.0,0.8,6.0
Hessische Hochschule für Polizei und Verwaltung,DE0392,2016,DE,1.0,3.0,0.0,1.0,0.0,0.8,6.0
Verwaltungs-Fachhochschule Güstrow,DE0394,2016,DE,1.0,7.0,0.0,0.0,0.0,0.8,6.0
Norddeutsche Hochschule für Rechtspflege. Hildesheim,DE0395,2016,DE,1.0,8.0,0.0,0.0,0.0,0.8,6.0
Kommunale Hochschule für Verwaltung in Niedersachsen,DE0396,2016,DE,1.0,8.0,0.0,1.0,0.0,0.8,6.0
Fachhochschule für Rechtspflege NW. Bad Münstereifel,DE0397,2016,DE,1.0,8.0,0.0,0.0,0.0,0.8,6.0
Fachhochschule für Finanzen NW. Nordkirchen,DE0398,2016,DE,1.0,7.0,0.0,0.0,0.0,0.8,6.0
Fachhochschule für öffentliche Verwaltung Nordrhein-Westfalen,DE0399,2016,DE,1.0,5.0,0.0,0.0,0.0,1.0,6.0
Hochschule des Bundes für öffentliche Verwaltung,DE0400,2016,DE,1.0,7.0,0.0,1.0,0.0,0.9,6.0
Hochschule für Finanzen Rheinland-Pfalz,DE0401,2016,DE,1.0,8.0,0.0,0.0,0.0,0.8,6.0
Hochschule der Deutschen Bundesbank Hachenburg,DE0402,2016,DE,1.0,9.0,0.0,0.0,0.0,0.8,6.0
Hochschule für öffentliche Verwaltung Rheinland-Pfalz,DE0403,2016,DE,1.0,7.0,0.0,1.0,0.0,0.9,6.0
Fachhochschule für Verwaltung Saarbrücken,DE0404,2016,DE,1.0,9.0,0.0,0.0,0.0,0.8,6.0
Hochschule für öffentliche Verwaltung und Rechtspflege Meißen (FH),DE0405,2016,DE,1.0,8.0,0.0,0.0,0.0,0.8,6.0
Hochschule der Sächsischen Polizei. Rothenburg/OL. (FH),DE0406,2016,DE,1.0,7.0,0.0,1.0,0.0,0.9,6.0
Fachhochschule Polizei Sachsen-Anhalt. Aschersleben,DE0407,2016,DE,1.0,8.0,0.0,1.0,0.0,0.8,6.0
Fachhochschule für Verwaltung und Dienstleistung Altenholz,DE0408,2016,DE,1.0,6.0,0.0,1.0,0.0,0.8,6.0
Thüringer Fachhochschule für öffentliche Verwaltung Gotha,DE0410,2016,DE,1.0,8.0,0.0,0.0,0.0,0.8,6.0
Hochschule für Medien. Kommunikation und Wirtschaft (HMKW),DE0411,2016,DE,1.0,7.0,0.0,0.0,0.0,1.0,6.0
Hochschule für Wirtschaft. Technik und Kultur Berlin (HWTK),DE0412,2016,DE,1.0,4.0,0.0,3.0,0.0,1.0,4.0
International Psychoanalytic University Berlin,DE0413,2016,DE,1.0,5.0,0.0,0.0,0.0,1.0,6.0
Hochschule Emden/Leer,DE0414,2016,DE,1.0,2.0,0.0,0.0,0.0,1.0,6.0
KLU Kühne Logistics University (Priv.),DE0416,2016,DE,1.0,8.0,0.0,1.0,0.0,1.0,5.0
MSH Medical School Hamburg,DE0417,2016,DE,1.0,4.0,0.0,1.0,0.0,1.0,6.0
Hochschule Hamm-Lippstadt,DE0418,2016,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
Hochschule Rhein-Waal,DE0419,2016,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
Cologne Business School (CBS) - European University of Applied Sciences (Priv. FH),DE0420,2016,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
Hochschule der Wirtschaft für Management (HdWM) Mannheim (Priv. FH),DE0421,2016,DE,1.0,8.0,0.0,0.0,0.0,0.8,5.0
Hochschule Ruhr West (HRW),DE0422,2016,DE,1.0,4.0,0.0,0.0,0.0,1.0,6.0
Psychologische Hochschule Berlin (Priv. U),DE0423,2016,DE,0.1,4.0,0.0,0.0,0.0,0.8,1.0
Internationale Hochschule Liebenzell,DE0427,2016,DE,1.0,6.0,0.0,1.0,0.0,0.8,2.0
Hochschule für Kunst. Design und Populäre Musik Freiburg i. Br. (Priv. FH),DE0428,2016,DE,1.0,8.0,0.0,0.0,0.0,0.9,3.0
Akkon HS Berlin (Priv. FH),DE0430,2016,DE,1.0,8.0,0.0,0.0,0.0,0.8,4.0
DEKRA Hochschule für Medien,DE0431,2016,DE,1.0,7.0,0.0,0.0,0.0,0.8,6.0
Business School Berlin Hochschule für Management,DE0435,2016,DE,1.0,5.0,0.0,0.0,0.0,1.0,6.0
CVJM-Hochschule Kassel (Priv. FH),DE0437,2016,DE,1.0,5.0,0.0,3.0,0.0,0.8,6.0
Hochschule Weserbergland (HSW). Hameln (Priv.FH),DE0438,2016,DE,1.0,4.0,0.0,1.0,0.0,0.8,6.0
Leibniz - Fachhochschule Hannover (Priv. FH),DE0439,2016,DE,1.0,5.0,0.0,1.0,0.0,1.0,5.0
Hochschule für Gesundheit. Bochum,DE0440,2016,DE,1.0,5.0,0.0,2.0,0.0,1.0,6.0
Fliedner Fachhochschule Düsseldorf (Priv. ),DE0441,2016,DE,1.0,5.0,0.0,0.0,0.0,0.8,5.0
EBC Hochschule Düsseldorf (Priv. FH),DE0444,2016,DE,0.3,0.0,0.0,0.0,0.0,0.2,3.0
Fachhochschule Dresden (Priv. FH),DE0445,2016,DE,1.0,6.0,0.0,0.0,0.0,0.8,4.0
SRH Hochschule der Populären Künste,DE0447,2016,DE,1.0,6.0,0.0,1.0,0.0,1.0,5.0
Jade Hochschule,DE0448,2016,DE,1.0,2.0,0.0,1.0,0.0,1.0,6.0
Medical School Berlin. Hochschule für Gesundheit und Medizin (Priv. FH),DE0452,2016,DE,1.0,5.0,0.0,0.0,0.0,1.0,5.0
Brandenburgische Technische Universität Cottbus-Senftenberg,DE0455,2016,DE,1.0,2.0,0.0,0.0,0.0,1.0,4.0
VWA-Hochschule für berufsbegleitendes Studium Stuttgart (Priv.FH),DE0457,2016,DE,0.0,9.0,0.0,0.0,0.0,0.8,1.0
Hochschule Geisenheim University (FH),DE0458,2016,DE,1.0,5.0,0.0,0.0,0.0,1.0,4.0
Designhochschule Leipzig (Priv. FH),DE0459,2016,DE,0.3,4.0,0.0,0.0,0.0,0.2,1.0
IST-Hochschule für Management Düsseldorf (Priv. FH),DE0460,2016,DE,1.0,6.0,0.0,5.0,0.0,0.9,3.0
Medizinische Hochschule Brandenburg in Neuruppin (Priv. U),DE0461,2016,DE,0.1,1.0,0.0,2.0,0.0,0.8,2.0
Munich Institute of Media and Musical Arts. MIMA München (Priv. Kunst-H),DE0462,2016,DE,0.7,0.0,0.0,0.0,0.0,0.1,3.0
HDBW Hochschule der Bayerischen Wirtschaft für angewandte Wissenschaften (Priv. FH),DE0464,2016,DE,0.0,7.0,0.0,0.0,0.0,0.8,1.0
AMD Akademie Mode und Design Idstein mit allen Standorten,DE0465,2016,DE,1.0,7.0,0.0,2.0,0.0,0.8,3.0
GA Hochschule der digitalen Gesellschaft Berlin (Priv. FH),DE0466,2016,DE,0.4,4.0,0.0,0.0,0.0,0.2,1.0
NBS Northern Business School Hamburg (Priv. FH),DE0469,2016,DE,0.0,7.0,0.0,0.0,0.0,0.9,3.0
praxisHochschule Köln (Priv. FH),DE0470,2016,DE,1.0,8.0,0.0,0.0,0.0,0.8,2.0
HSD Hochschule Döpfer Köln (Priv. FH),DE0471,2016,DE,0.0,7.0,0.0,0.0,0.0,0.8,2.0
Hochschule der Polizei Rheinland-Pfalz in Büchenbeuren,DE0473,2016,DE,1.0,8.0,0.0,0.0,0.0,0.8,2.0
Akademie der Polizei Hamburg,DE0475,2016,DE,1.0,7.0,0.0,1.0,0.0,0.8,4.0
Duale Hochschule Gera-Eisenach (FH),DE0479,2016,DE,0.3,4.0,0.0,0.0,0.0,0.4,1.0
Københavns Universitet,DK0001,2016,DK,0.3,0.0,0.0,0.0,0.0,0.4,6.0
Aarhus Universitet,DK0002,2016,DK,0.3,0.0,0.0,0.0,0.0,0.4,6.0
Syddansk Universitet,DK0003,2016,DK,0.3,0.0,0.0,0.0,0.0,0.4,6.0
Roskilde Universitet,DK0004,2016,DK,0.3,0.0,0.0,0.0,0.0,0.4,6.0
Aalborg Universitet,DK0005,2016,DK,0.3,0.0,0.0,0.0,0.0,0.4,6.0
Danmarks Tekniske Universitet,DK0006,2016,DK,0.3,0.0,0.0,0.0,0.0,0.4,6.0
Handelshøjskolen i Kobenhavn,DK0007,2016,DK,0.3,0.0,0.0,0.0,0.0,0.4,6.0
IT-Universitetet i København,DK0008,2016,DK,0.3,0.0,0.0,0.0,0.0,0.2,6.0
Arkitektskolen Aarhus,DK0011,2016,DK,0.3,0.0,0.0,0.0,0.0,0.4,6.0
Designskolen Kolding,DK0013,2016,DK,0.3,0.0,0.0,0.0,0.0,0.4,6.0
Det Kongelige Danske Kunstakademis Skoler for Arkitektur. Design og Konservering,DK0015,2016,DK,0.3,0.0,0.0,0.0,0.0,0.2,6.0
Professionshøjskolen Metropol,DK0016,2016,DK,0.3,1.0,0.0,0.0,0.0,0.4,6.0
Professionshøjskolen UCC,DK0017,2016,DK,0.3,0.0,0.0,0.0,0.0,0.4,6.0
Professionshøjskolen University College Nordjylland,DK0018,2016,DK,0.3,1.0,0.0,0.0,0.0,0.4,6.0
University College Syddanmark,DK0019,2016,DK,0.3,1.0,0.0,0.0,0.0,0.4,6.0
University College Lillebælt,DK0020,2016,DK,0.3,0.0,0.0,0.0,0.0,0.4,6.0
University College Sjælland,DK0021,2016,DK,0.3,0.0,0.0,0.0,0.0,0.4,6.0
VIA University College,DK0022,2016,DK,0.3,1.0,0.0,0.0,0.0,0.4,6.0
Københavns Erhvervsakademie (KEA),DK0023,2016,DK,0.3,1.0,0.0,0.0,0.0,0.4,6.0
Erhvervsakademi Sjælland,DK0024,2016,DK,0.3,1.0,0.0,0.0,0.0,0.4,6.0
Erhvervsakademi Dania,DK0025,2016,DK,0.3,1.0,0.0,0.0,0.0,0.2,6.0
Erhvervsakademi Kolding,DK0026,2016,DK,0.3,1.0,0.0,0.0,0.0,0.4,6.0
Erhvervsakademiet Lillebælt,DK0027,2016,DK,0.3,1.0,0.0,0.0,0.0,0.4,6.0
Erhvervsakademiet Copenhagen Business,DK0028,2016,DK,0.3,1.0,0.0,0.0,0.0,0.2,6.0
Erhvervsakademi SydVest,DK0029,2016,DK,0.3,1.0,0.0,0.0,0.0,0.4,6.0
Erhvervsakademi Midtvest,DK0030,2016,DK,0.3,2.0,0.0,0.0,0.0,0.3,6.0
Erhvervsakademi Aarhus,DK0031,2016,DK,0.3,1.0,0.0,0.0,0.0,0.4,6.0
Danmarks Medie og Journalisthøjskole,DK0032,2016,DK,0.3,0.0,0.0,0.0,0.0,0.4,6.0
SIMAC,DK0033,2016,DK,0.3,1.0,0.0,0.0,0.0,0.3,6.0
Kriminalforsorgens Uddannelsescenter,DK0034,2016,DK,0.3,2.0,0.0,0.0,0.0,0.2,6.0
Ilisimatusarfik,DK0035,2016,DK,0.7,1.0,0.0,0.0,0.0,0.1,6.0
Fróðskaparsetur Føroya,DK0036,2016,DK,0.7,0.0,0.0,0.0,0.0,0.0,6.0
Den Frie Lærerskole,DK0037,2016,DK,0.3,0.0,0.0,0.0,0.0,0.2,6.0
Tartu Ülikool,EE0001,2016,EE,0.1,2.0,0.0,0.0,0.0,0.8,6.0
Tallinna Tehnikaülikool,EE0002,2016,EE,0.1,2.0,0.0,0.0,0.0,0.8,6.0
Tallinna Ülikool,EE0003,2016,EE,0.1,2.0,0.0,1.0,0.0,0.8,6.0
Eesti Maaülikool,EE0004,2016,EE,0.1,2.0,0.0,0.0,0.0,0.8,6.0
Eesti Ettevõtluskõrgkool Mainor,EE0005,2016,EE,0.1,5.0,0.0,0.0,0.0,0.8,6.0
Tallinna Tehnikakõrgkool,EE0006,2016,EE,0.1,4.0,0.0,0.0,0.0,0.8,6.0
Estonian Business School,EE0007,2016,EE,0.3,2.0,0.0,2.0,0.0,0.4,6.0
Euroakadeemia,EE0008,2016,EE,0.1,4.0,0.0,0.0,0.0,0.8,6.0
Tallinna Tervishoiu Kõrgkool,EE0009,2016,EE,0.1,4.0,0.0,0.0,0.0,0.8,6.0
Tartu Tervishoiu Kõrgkool,EE0010,2016,EE,0.1,4.0,0.0,0.0,0.0,0.8,6.0
Eesti Kunstiakadeemia,EE0011,2016,EE,0.1,2.0,0.0,0.0,0.0,0.8,6.0
Sisekaitseakadeemia,EE0013,2016,EE,0.3,2.0,0.0,1.0,0.0,0.4,6.0
Lääne-Viru Rakenduskõrgkool,EE0017,2016,EE,0.1,4.0,0.0,0.0,0.0,0.8,6.0
Eesti Muusika- ja Teatriakadeemia,EE0022,2016,EE,0.1,4.0,0.0,0.0,0.0,0.8,6.0
Eesti Infotehnoloogia Kolledž,EE0023,2016,EE,0.3,1.0,0.0,0.0,0.0,0.3,6.0
Eesti Lennuakadeemia,EE0025,2016,EE,0.1,4.0,0.0,1.0,0.0,0.8,6.0
Tartu Kõrgem Kunstikool,EE0026,2016,EE,0.1,4.0,0.0,0.0,0.0,0.8,6.0
Arvutikolledž,EE0028,2016,EE,1.0,0.0,0.0,0.0,0.0,0.2,6.0
Eesti Metodisti Kiriku Teoloogiline Seminar,EE0029,2016,EE,0.3,0.0,0.0,0.0,0.0,0.2,6.0
Kaitseväe Ühendatud Õppeasutused,EE0031,2016,EE,0.3,3.0,0.0,0.0,0.0,0.2,6.0
EELK Usuteaduse Instituut,EE0032,2016,EE,0.3,4.0,0.0,1.0,0.0,0.3,6.0
EEKBKL Kõrgem Usuteaduslik Seminar,EE0034,2016,EE,0.3,0.0,0.0,1.0,0.0,0.2,6.0
Universidad de Almería,ES0001,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Cádiz,ES0002,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Córdoba,ES0003,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Granada,ES0004,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Huelva,ES0005,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Jaén,ES0006,2016,ES,0.2,0.0,0.0,1.0,0.0,0.6,6.0
Universidad de Málaga,ES0007,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Pablo de Olavide,ES0008,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Sevilla,ES0009,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Zaragoza,ES0010,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Oviedo,ES0011,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universitat de les Illes Balears,ES0012,2016,ES,0.2,0.0,0.0,1.0,0.0,0.6,6.0
Universidad de La Laguna,ES0013,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Las Palmas de Gran Canaria,ES0014,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Cantabria,ES0015,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universitat Autònoma de Barcelona,ES0016,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universitat de Barcelona,ES0017,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universitat de Girona,ES0018,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universitat de Lleida,ES0019,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universitat Politècnica de Catalunya · BarcelonaTech,ES0020,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universitat Pompeu Fabra,ES0021,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universitat Rovira i Virgili,ES0022,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Castilla-La Mancha,ES0023,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Alicante,ES0024,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Jaume I de Castellón,ES0025,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Miguel Hernández de Elche,ES0026,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Politécnica de Valencia,ES0027,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universitat de València (Estudi General),ES0028,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Burgos,ES0029,2016,ES,0.2,0.0,0.0,1.0,0.0,0.6,6.0
Universidad de León,ES0030,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Salamanca,ES0031,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Valladolid,ES0032,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Extremadura,ES0033,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de A Coruña,ES0034,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Santiago de Compostela,ES0035,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Vigo,ES0036,2016,ES,0.2,0.0,0.0,1.0,0.0,0.6,6.0
Universidad de Alcalá,ES0037,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Autónoma de Madrid,ES0038,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Carlos III de Madrid,ES0039,2016,ES,0.2,0.0,0.0,1.0,0.0,0.6,6.0
Universidad Complutense de Madrid,ES0040,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Politécnica de Madrid,ES0041,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Rey Juan Carlos,ES0042,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Murcia,ES0043,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Politécnica de Cartagena,ES0044,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Pública de Navarra,ES0045,2016,ES,0.2,0.0,0.0,1.0,0.0,0.6,6.0
Universidad del País Vasco / Euskal Herriko Unibertsitatea,ES0046,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de La Rioja,ES0047,2016,ES,0.2,2.0,0.0,0.0,0.0,0.6,6.0
IE. Universidad,ES0048,2016,ES,0.2,1.0,0.0,0.0,0.0,0.5,6.0
Universidad a Distancia de Madrid (UDIMA),ES0049,2016,ES,0.2,2.0,0.0,0.0,0.0,0.6,6.0
Universidad Alfonso X El Sabio,ES0050,2016,ES,0.2,1.0,0.0,0.0,0.0,0.6,6.0
Universidad Antonio de Nebrija,ES0051,2016,ES,0.2,0.0,0.0,1.0,0.0,0.6,6.0
Universidad Camilo José Cela,ES0052,2016,ES,0.2,1.0,0.0,0.0,0.0,0.6,6.0
Universidad Cardenal Herrera-CEU,ES0053,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Católica Santa Teresa de Jesús de Ávila,ES0054,2016,ES,0.2,1.0,0.0,0.0,0.0,0.6,6.0
Universidad Católica de Valencia,ES0055,2016,ES,0.2,1.0,0.0,0.0,0.0,0.5,6.0
Universidad Católica San Antonio de Murcia,ES0056,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad de Deusto,ES0057,2016,ES,0.2,2.0,0.0,0.0,0.0,0.6,6.0
Universidad de Navarra,ES0058,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Europea de Madrid,ES0059,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Europea Miguel de Cervantes,ES0060,2016,ES,0.2,3.0,0.0,0.0,0.0,0.6,6.0
Universidad Francisco de Vitoria,ES0061,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Internacional de Andalucía,ES0062,2016,ES,0.3,4.0,0.0,0.0,0.0,0.3,6.0
Universidad Internacional Isabel I de Castilla,ES0063,2016,ES,0.2,5.0,0.0,0.0,0.0,0.4,6.0
Universidad Internacional de la Rioja,ES0064,2016,ES,0.2,4.0,0.0,0.0,0.0,0.6,6.0
Universidad Internacional Menéndez Pelayo,ES0065,2016,ES,0.3,4.0,0.0,0.0,0.0,0.3,6.0
Universidad Mondragón Unibertsitatea,ES0066,2016,ES,0.2,2.0,0.0,0.0,0.0,0.6,6.0
Universidad Nacional de Educación a Distancia,ES0067,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Pontificia Comillas,ES0068,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Pontificia de Salamanca,ES0069,2016,ES,0.2,0.0,0.0,1.0,0.0,0.6,6.0
Universidad San Jorge,ES0070,2016,ES,0.2,0.0,0.0,1.0,0.0,0.6,6.0
Universidad San Pablo-CEU,ES0071,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universitat Abat Oliba CEU,ES0072,2016,ES,0.2,0.0,0.0,1.0,0.0,0.6,6.0
Universidad de Vich - Universidad Central de Cataluña,ES0073,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universitat Internacional de Catalunya,ES0074,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universitat Internacional Valenciana (VIU),ES0075,2016,ES,0.2,5.0,0.0,0.0,0.0,0.4,6.0
Universitat Oberta de Catalunya,ES0076,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universitat Ramón Llull,ES0077,2016,ES,0.2,0.0,0.0,0.0,0.0,0.6,6.0
Universidad Europea Canarias,ES0078,2016,ES,0.2,3.0,0.0,1.0,0.0,0.6,5.0
Universidad Europea Valencia,ES0079,2016,ES,0.2,3.0,0.0,0.0,0.0,0.6,5.0
