ETER_ID,reference_year,missing_perc,zero_value,c_value,s_value,nc_value,cons_perc,timeillnes_occ
SI,2015,0.3080000000000003,2.78,0.0,0.0,0.0,0.3019999999999999,5.44
SI,2016,0.3153846153846157,1.1346153846153846,0.0,0.019230769230769232,0.0,0.3230769230769231,5.269230769230769
SK,2011,0.7375000000000002,1.96875,0.0,0.40625,0.0,0.6749999999999998,6.0
SK,2012,0.7375000000000002,1.90625,0.0,0.0625,0.0,0.6812499999999998,6.0
SK,2013,0.7187500000000002,1.71875,0.0,0.0,0.0,0.7874999999999998,6.0
SK,2014,0.7218750000000002,1.53125,0.0,0.25,0.0,0.7906249999999998,6.0
SK,2015,0.7218750000000002,1.46875,0.0,0.3125,0.0,0.7968749999999998,6.0
SK,2016,0.7187500000000002,1.75,0.0,0.34375,0.0,0.7937499999999997,6.0
TR,2011,0.700000000000002,0.655367231638418,0.0,0.0,0.0,0.1276836158192088,5.903954802259887
TR,2012,0.700000000000002,0.6243093922651933,0.0,0.0,0.0,0.1298342541436462,5.878453038674033
TR,2013,0.264893617021276,3.8617021276595747,0.0,0.44148936170212766,0.0,0.44521276595744824,5.797872340425532
TR,2014,0.256613756613756,3.5396825396825395,0.0,0.5132275132275133,0.0,0.46613756613756807,5.783068783068783
TR,2015,0.3246153846153839,2.348717948717949,0.0,0.7589743589743589,0.0,0.35999999999999943,5.666666666666667
TR,2016,0.3111111111111104,2.3333333333333335,0.0,0.37777777777777777,0.0,0.3533333333333328,5.638888888888889
UK,2011,0.9833333333333333,2.6666666666666665,0.0,0.0,0.0,0.9617283950617288,5.845679012345679
UK,2012,0.9894409937888198,2.409937888198758,0.0,0.0,0.0,0.9583850931677025,5.900621118012422
UK,2013,0.9843749999999998,2.35625,0.0,0.0,0.0,0.9612500000000008,5.95
UK,2014,0.9832298136645962,2.2111801242236027,0.0,0.0,0.0,0.9627329192546589,5.931677018633541
UK,2015,0.7375968992248102,3.612403100775194,0.0,0.0,0.0,0.6798449612403066,4.445736434108527
UK,2016,0.7426923076923116,3.496153846153846,0.0,0.0,0.0,0.679615384615381,4.4192307692307695
